sample_id,seed,lambda,task_family,target,oracle_expert,selected_expert,entropy,is_correct,route_matches_oracle,mlp_prob,graph_prob,attention_v1_prob,attention_v2_prob
258,23,0.003,contextual,0,attention_v2,attention_v2,0.0447,1,1,0.0010,0.0033,0.0020,0.9937
259,23,0.003,contextual,1,attention_v2,attention_v2,0.0552,1,1,0.0008,0.0050,0.0024,0.9917
260,23,0.003,feature,1,mlp,mlp,0.2092,1,1,0.9527,0.0424,0.0014,0.0035
261,23,0.003,contextual,1,attention_v2,attention_v2,0.0430,1,1,0.0007,0.0035,0.0019,0.9939
262,23,0.003,contextual,1,attention_v2,attention_v2,0.0563,1,1,0.0018,0.0042,0.0023,0.9918
263,23,0.003,feature,0,mlp,mlp,0.1577,1,1,0.9676,0.0285,0.0017,0.0022
264,23,0.003,feature,1,mlp,mlp,0.0810,1,1,0.9858,0.0124,0.0008,0.0010
265,23,0.003,contextual,1,attention_v2,attention_v2,0.0475,1,1,0.0007,0.0041,0.0021,0.9931
266,23,0.003,feature,0,mlp,mlp,0.1195,1,1,0.9769,0.0205,0.0008,0.0018
267,23,0.003,contextual,1,attention_v2,attention_v2,0.0649,1,1,0.0012,0.0060,0.0027,0.9901
268,23,0.003,relational,1,graph,graph,0.1317,1,1,0.0128,0.9771,0.0037,0.0065
269,23,0.003,relational,0,graph,graph,0.1284,1,1,0.0126,0.9777,0.0036,0.0061
270,23,0.003,contextual,0,attention_v2,attention_v2,0.0567,1,1,0.0007,0.0054,0.0025,0.9914
271,23,0.003,relational,0,graph,graph,0.0445,1,1,0.0009,0.9937,0.0021,0.0034
272,23,0.003,relational,0,graph,graph,0.1169,1,1,0.0100,0.9803,0.0036,0.0062
273,23,0.003,contextual,1,attention_v2,attention_v2,0.0327,1,1,0.0011,0.0019,0.0014,0.9956
274,23,0.003,feature,1,mlp,mlp,0.2209,1,1,0.9489,0.0461,0.0015,0.0034
275,23,0.003,relational,1,graph,graph,0.0890,1,1,0.0063,0.9859,0.0030,0.0048
276,23,0.003,relational,0,graph,graph,0.0494,1,1,0.0016,0.9930,0.0022,0.0032
277,23,0.003,feature,1,mlp,mlp,0.0903,1,1,0.9838,0.0141,0.0009,0.0012
278,23,0.003,relational,0,graph,graph,0.0441,0,1,0.0010,0.9938,0.0021,0.0032
279,23,0.003,feature,1,mlp,mlp,0.0935,1,1,0.9831,0.0148,0.0009,0.0012
280,23,0.003,relational,1,graph,graph,0.0444,1,1,0.0010,0.9937,0.0021,0.0032
281,23,0.003,feature,0,mlp,mlp,0.1501,1,1,0.9695,0.0268,0.0016,0.0021
282,23,0.003,relational,1,graph,graph,0.0889,1,1,0.0059,0.9859,0.0030,0.0051
283,23,0.003,relational,1,graph,graph,0.0778,0,1,0.0046,0.9880,0.0028,0.0046
284,23,0.003,feature,0,mlp,mlp,0.1439,1,1,0.9709,0.0258,0.0015,0.0018
285,23,0.003,contextual,1,attention_v2,attention_v2,0.0394,1,1,0.0011,0.0026,0.0017,0.9946
286,23,0.003,feature,0,mlp,mlp,0.1239,1,1,0.9758,0.0216,0.0008,0.0018
287,23,0.003,feature,1,mlp,mlp,0.0826,1,1,0.9855,0.0126,0.0008,0.0010
288,23,0.003,relational,1,graph,graph,0.3320,0,1,0.0702,0.9166,0.0049,0.0082
289,23,0.003,relational,0,graph,graph,0.0311,0,1,0.0003,0.9958,0.0017,0.0023
290,23,0.003,feature,1,mlp,mlp,0.2172,1,1,0.9499,0.0454,0.0014,0.0032
291,23,0.003,relational,0,graph,graph,0.1430,1,1,0.0148,0.9745,0.0038,0.0069
292,23,0.003,relational,1,graph,graph,0.0349,1,1,0.0003,0.9951,0.0018,0.0027
293,23,0.003,feature,0,mlp,mlp,0.1106,1,1,0.9791,0.0185,0.0007,0.0017
294,23,0.003,relational,0,graph,graph,0.0481,1,1,0.0012,0.9931,0.0022,0.0035
295,23,0.003,relational,1,graph,graph,0.2548,0,1,0.0430,0.9440,0.0048,0.0082
296,23,0.003,contextual,0,attention_v2,attention_v2,0.0486,1,1,0.0012,0.0037,0.0021,0.9930
297,23,0.003,relational,1,graph,graph,0.0785,0,1,0.0046,0.9879,0.0028,0.0047
298,23,0.003,feature,1,mlp,mlp,0.2121,1,1,0.9514,0.0442,0.0014,0.0030
299,23,0.003,contextual,0,attention_v2,attention_v2,0.0781,1,1,0.0019,0.0080,0.0025,0.9875
300,23,0.003,relational,1,graph,graph,0.1576,0,1,0.0180,0.9710,0.0040,0.0070
301,23,0.003,relational,1,graph,graph,0.1201,0,1,0.0111,0.9795,0.0035,0.0058
302,23,0.003,contextual,1,attention_v2,attention_v2,0.0310,1,1,0.0009,0.0018,0.0014,0.9959
303,23,0.003,contextual,0,attention_v2,attention_v2,0.0539,1,1,0.0008,0.0050,0.0023,0.9920
304,23,0.003,contextual,1,attention_v2,attention_v2,0.0536,1,1,0.0015,0.0041,0.0022,0.9922
305,23,0.003,feature,0,mlp,mlp,0.1570,1,1,0.9675,0.0288,0.0016,0.0020
306,23,0.003,contextual,1,attention_v2,attention_v2,0.0412,1,1,0.0015,0.0025,0.0017,0.9943
307,23,0.003,contextual,0,attention_v2,attention_v2,0.0763,1,1,0.0011,0.0081,0.0031,0.9878
308,23,0.003,contextual,1,attention_v2,attention_v2,0.0587,1,1,0.0008,0.0056,0.0025,0.9911
309,23,0.003,contextual,0,attention_v2,attention_v2,0.0485,1,1,0.0009,0.0041,0.0021,0.9930
310,23,0.003,relational,0,graph,graph,0.0853,1,1,0.0055,0.9866,0.0030,0.0049
311,23,0.003,contextual,1,attention_v2,attention_v2,0.0614,1,1,0.0020,0.0046,0.0025,0.9909
312,23,0.003,relational,0,graph,graph,0.0915,1,1,0.0065,0.9854,0.0030,0.0051
313,23,0.003,relational,1,graph,graph,0.2148,1,1,0.0317,0.9560,0.0044,0.0079
314,23,0.003,feature,0,mlp,mlp,0.1439,1,1,0.9710,0.0257,0.0015,0.0018
315,23,0.003,relational,0,graph,graph,0.0551,1,1,0.0020,0.9920,0.0023,0.0036
316,23,0.003,feature,1,mlp,mlp,0.0845,1,1,0.9851,0.0131,0.0008,0.0010
317,23,0.003,relational,1,graph,graph,0.0472,0,1,0.0012,0.9933,0.0022,0.0033
318,23,0.003,feature,1,mlp,mlp,0.0960,1,1,0.9825,0.0154,0.0009,0.0012
319,23,0.003,feature,1,mlp,mlp,0.2201,1,1,0.9492,0.0459,0.0015,0.0034
320,23,0.003,feature,0,mlp,mlp,0.1547,1,1,0.9681,0.0284,0.0016,0.0020
321,23,0.003,contextual,1,attention_v2,attention_v2,0.1047,1,1,0.0013,0.0135,0.0035,0.9817
322,23,0.003,relational,1,graph,graph,0.1198,1,1,0.0106,0.9797,0.0035,0.0062
323,23,0.003,contextual,0,attention_v2,attention_v2,0.0618,1,1,0.0008,0.0063,0.0025,0.9905
324,23,0.003,contextual,1,attention_v2,attention_v2,0.0473,1,1,0.0008,0.0038,0.0022,0.9932
325,23,0.003,contextual,0,attention_v2,attention_v2,0.0734,1,1,0.0009,0.0077,0.0031,0.9883
326,23,0.003,contextual,0,attention_v2,attention_v2,0.0738,1,1,0.0012,0.0075,0.0030,0.9883
327,23,0.003,feature,1,mlp,mlp,0.2058,1,1,0.9534,0.0422,0.0014,0.0030
328,23,0.003,contextual,1,attention_v2,attention_v2,0.0768,1,1,0.0013,0.0084,0.0027,0.9877
329,23,0.003,contextual,1,attention_v2,attention_v2,0.0606,1,1,0.0010,0.0056,0.0026,0.9908
330,23,0.003,relational,0,graph,graph,0.7175,1,1,0.3085,0.6724,0.0067,0.0124
331,23,0.003,feature,0,mlp,mlp,0.1100,1,1,0.9793,0.0182,0.0007,0.0018
332,23,0.003,relational,0,graph,graph,0.0629,1,1,0.0022,0.9906,0.0027,0.0045
333,23,0.003,relational,1,graph,graph,0.1380,1,1,0.0132,0.9757,0.0039,0.0072
334,23,0.003,feature,1,mlp,mlp,0.0896,1,1,0.9839,0.0143,0.0008,0.0010
335,23,0.003,contextual,1,attention_v2,attention_v2,0.0529,1,1,0.0008,0.0048,0.0023,0.9921
336,23,0.003,feature,1,mlp,mlp,0.2217,1,1,0.9489,0.0460,0.0015,0.0036
337,23,0.003,relational,1,graph,graph,0.2892,1,1,0.0528,0.9331,0.0051,0.0090
338,23,0.003,contextual,1,attention_v2,attention_v2,0.0420,1,1,0.0013,0.0025,0.0019,0.9942
339,23,0.003,relational,0,graph,graph,0.1201,1,1,0.0108,0.9796,0.0036,0.0061
340,23,0.003,contextual,0,attention_v2,attention_v2,0.0807,1,1,0.0013,0.0087,0.0031,0.9869
341,23,0.003,feature,0,mlp,mlp,0.1182,1,1,0.9772,0.0203,0.0007,0.0018
342,23,0.003,relational,1,graph,graph,0.2746,0,1,0.0474,0.9383,0.0050,0.0093
343,23,0.003,relational,1,graph,graph,0.1647,0,1,0.0204,0.9691,0.0039,0.0066
344,23,0.003,feature,1,mlp,mlp,0.0847,1,1,0.9850,0.0132,0.0008,0.0010
345,23,0.003,relational,0,graph,graph,0.0704,1,1,0.0031,0.9894,0.0028,0.0047
346,23,0.003,feature,0,mlp,mlp,0.1245,1,1,0.9756,0.0217,0.0008,0.0018
347,23,0.003,relational,1,graph,graph,0.1057,0,1,0.0085,0.9826,0.0033,0.0056
348,23,0.003,feature,0,mlp,mlp,0.1505,1,1,0.9692,0.0275,0.0015,0.0018
349,23,0.003,contextual,1,attention_v2,attention_v2,0.0821,1,1,0.0011,0.0091,0.0033,0.9866
350,23,0.003,feature,0,mlp,mlp,0.1379,1,1,0.9725,0.0243,0.0014,0.0018
351,23,0.003,contextual,1,attention_v2,attention_v2,0.0447,1,1,0.0014,0.0029,0.0020,0.9937
352,23,0.003,relational,1,graph,graph,0.1500,0,1,0.0181,0.9725,0.0037,0.0058
353,23,0.003,feature,0,mlp,mlp,0.1209,1,1,0.9765,0.0209,0.0008,0.0018
354,23,0.003,feature,1,mlp,mlp,0.0867,1,1,0.9846,0.0134,0.0009,0.0011
355,23,0.003,contextual,0,attention_v2,attention_v2,0.0338,1,1,0.0010,0.0019,0.0016,0.9955
356,23,0.003,contextual,1,attention_v2,attention_v2,0.0607,1,1,0.0020,0.0044,0.0026,0.9910
357,23,0.003,relational,1,graph,graph,0.2097,0,1,0.0303,0.9574,0.0045,0.0078
358,23,0.003,relational,1,graph,graph,0.0666,1,1,0.0031,0.9900,0.0026,0.0042
359,23,0.003,relational,0,graph,graph,0.0684,1,1,0.0032,0.9897,0.0027,0.0044
360,23,0.003,contextual,0,attention_v2,attention_v2,0.0790,1,1,0.0016,0.0084,0.0027,0.9873
361,23,0.003,relational,0,graph,graph,0.0673,1,1,0.0036,0.9899,0.0026,0.0039
362,23,0.003,relational,1,graph,graph,0.1203,1,1,0.0109,0.9795,0.0035,0.0061
363,23,0.003,relational,0,graph,graph,0.2610,1,1,0.0454,0.9418,0.0048,0.0080
364,23,0.003,feature,1,mlp,mlp,0.0827,1,1,0.9854,0.0129,0.0008,0.0009
365,23,0.003,feature,1,mlp,mlp,0.2257,1,1,0.9475,0.0473,0.0016,0.0036
366,23,0.003,contextual,0,attention_v2,attention_v2,0.0443,1,1,0.0010,0.0032,0.0021,0.9937
367,23,0.003,feature,0,mlp,mlp,0.1194,1,1,0.9768,0.0209,0.0007,0.0016
368,23,0.003,feature,0,mlp,mlp,0.1129,1,1,0.9785,0.0191,0.0007,0.0017
369,23,0.003,relational,0,graph,graph,0.0604,1,1,0.0025,0.9911,0.0024,0.0040
370,23,0.003,contextual,1,attention_v2,attention_v2,0.0717,1,1,0.0008,0.0080,0.0028,0.9885
371,23,0.003,relational,1,graph,graph,0.0625,1,1,0.0022,0.9907,0.0026,0.0045
372,23,0.003,contextual,0,attention_v2,attention_v2,0.0767,1,1,0.0010,0.0083,0.0031,0.9876
373,23,0.003,feature,1,mlp,mlp,0.1921,1,1,0.9575,0.0383,0.0013,0.0029
374,23,0.003,feature,0,mlp,mlp,0.1618,1,1,0.9663,0.0300,0.0017,0.0021
375,23,0.003,feature,0,mlp,mlp,0.1189,1,1,0.9769,0.0206,0.0007,0.0017
376,23,0.003,contextual,1,attention_v2,attention_v2,0.0544,1,1,0.0015,0.0039,0.0025,0.9921
377,23,0.003,relational,0,graph,graph,0.0913,0,1,0.0064,0.9855,0.0031,0.0050
378,23,0.003,feature,0,mlp,mlp,0.1347,1,1,0.9734,0.0234,0.0014,0.0018
379,23,0.003,feature,1,mlp,mlp,0.2194,1,1,0.9496,0.0453,0.0015,0.0036
380,23,0.003,feature,0,mlp,mlp,0.1357,1,1,0.9731,0.0237,0.0014,0.0018
381,23,0.003,contextual,1,attention_v2,attention_v2,0.0507,1,1,0.0008,0.0044,0.0023,0.9925
382,23,0.003,contextual,0,attention_v2,attention_v2,0.0493,1,1,0.0008,0.0044,0.0021,0.9928
383,23,0.003,relational,0,graph,graph,0.0551,1,1,0.0015,0.9919,0.0024,0.0041
384,23,0.003,contextual,1,attention_v2,attention_v2,0.0775,1,1,0.0009,0.0086,0.0031,0.9874
385,23,0.003,feature,1,mlp,mlp,0.0899,1,1,0.9839,0.0142,0.0009,0.0011
386,23,0.003,contextual,0,attention_v2,attention_v2,0.0423,1,1,0.0009,0.0033,0.0018,0.9940
387,23,0.003,relational,0,graph,graph,0.1323,1,1,0.0135,0.9768,0.0035,0.0061
388,23,0.003,contextual,0,attention_v2,attention_v2,0.0391,1,1,0.0016,0.0021,0.0016,0.9946
389,23,0.003,feature,0,mlp,mlp,0.1519,1,1,0.9688,0.0277,0.0015,0.0019
390,23,0.003,feature,1,mlp,mlp,0.1965,1,1,0.9560,0.0399,0.0013,0.0027
391,23,0.003,relational,1,graph,graph,0.0576,1,1,0.0021,0.9916,0.0024,0.0039
392,23,0.003,relational,1,graph,graph,0.0776,1,1,0.0045,0.9881,0.0029,0.0046
393,23,0.003,contextual,0,attention_v2,attention_v2,0.0609,1,1,0.0028,0.0038,0.0024,0.9910
394,23,0.003,contextual,0,attention_v2,attention_v2,0.0623,1,1,0.0012,0.0061,0.0023,0.9905
395,23,0.003,feature,1,mlp,mlp,0.0840,1,1,0.9853,0.0127,0.0008,0.0012
396,23,0.003,feature,1,mlp,mlp,0.2084,1,1,0.9527,0.0428,0.0014,0.0032
397,23,0.003,contextual,1,attention_v2,attention_v2,0.0793,1,1,0.0012,0.0083,0.0032,0.9872
398,23,0.003,relational,1,graph,graph,0.1055,1,1,0.0079,0.9827,0.0034,0.0060
399,23,0.003,contextual,0,attention_v2,attention_v2,0.0481,1,1,0.0007,0.0042,0.0021,0.9930
400,23,0.003,relational,0,graph,graph,0.1260,1,1,0.0115,0.9784,0.0037,0.0065
401,23,0.003,contextual,1,attention_v2,attention_v2,0.0472,1,1,0.0011,0.0036,0.0020,0.9932
402,23,0.003,contextual,0,attention_v2,attention_v2,0.0368,1,1,0.0009,0.0025,0.0016,0.9950
403,23,0.003,contextual,1,attention_v2,attention_v2,0.0693,1,1,0.0010,0.0069,0.0029,0.9891
404,23,0.003,contextual,0,attention_v2,attention_v2,0.0452,1,1,0.0010,0.0033,0.0021,0.9936
405,23,0.003,contextual,0,attention_v2,attention_v2,0.0601,1,1,0.0014,0.0051,0.0026,0.9910
406,23,0.003,contextual,0,attention_v2,attention_v2,0.0557,0,1,0.0009,0.0050,0.0025,0.9917
407,23,0.003,relational,0,graph,graph,0.1655,0,1,0.0198,0.9690,0.0040,0.0072
408,23,0.003,relational,0,graph,graph,0.3215,1,1,0.0648,0.9213,0.0051,0.0088
409,23,0.003,feature,0,mlp,mlp,0.1325,1,1,0.9737,0.0233,0.0008,0.0021
410,23,0.003,contextual,0,attention_v2,attention_v2,0.0933,1,1,0.0020,0.0099,0.0034,0.9846
411,23,0.003,contextual,0,attention_v2,attention_v2,0.0532,1,1,0.0010,0.0047,0.0022,0.9921
412,23,0.003,relational,1,graph,graph,0.0648,0,1,0.0031,0.9904,0.0026,0.0039
413,23,0.003,feature,1,mlp,mlp,0.0904,1,1,0.9839,0.0139,0.0010,0.0013
414,23,0.003,relational,1,graph,graph,0.0484,1,1,0.0014,0.9931,0.0022,0.0033
415,23,0.003,feature,0,mlp,mlp,0.1503,1,1,0.9694,0.0270,0.0016,0.0020
416,23,0.003,contextual,1,attention_v2,attention_v2,0.0367,1,1,0.0009,0.0025,0.0017,0.9950
417,23,0.003,feature,0,mlp,mlp,0.1525,1,1,0.9688,0.0275,0.0016,0.0020
418,23,0.003,contextual,0,attention_v2,attention_v2,0.0372,1,1,0.0010,0.0024,0.0017,0.9949
419,23,0.003,feature,1,mlp,mlp,0.2195,1,1,0.9497,0.0450,0.0016,0.0037
420,23,0.003,contextual,0,attention_v2,attention_v2,0.0526,1,1,0.0007,0.0049,0.0023,0.9922
421,23,0.003,contextual,1,attention_v2,attention_v2,0.0738,1,1,0.0015,0.0070,0.0030,0.9884
422,23,0.003,feature,1,mlp,mlp,0.0816,1,1,0.9857,0.0125,0.0008,0.0010
423,23,0.003,relational,1,graph,graph,0.2860,1,1,0.0522,0.9340,0.0050,0.0088
424,23,0.003,feature,0,mlp,mlp,0.1355,1,1,0.9731,0.0239,0.0014,0.0016
425,23,0.003,feature,0,mlp,mlp,0.1524,1,1,0.9687,0.0278,0.0015,0.0019
426,23,0.003,feature,0,mlp,mlp,0.1322,1,1,0.9738,0.0233,0.0009,0.0021
427,23,0.003,contextual,1,attention_v2,attention_v2,0.0646,1,1,0.0008,0.0065,0.0027,0.9900
428,23,0.003,feature,1,mlp,mlp,0.1012,1,1,0.9813,0.0165,0.0010,0.0012
429,23,0.003,feature,0,mlp,mlp,0.1557,1,1,0.9678,0.0287,0.0016,0.0019
430,23,0.003,relational,1,graph,graph,0.1332,0,1,0.0137,0.9766,0.0036,0.0062
431,23,0.003,relational,0,graph,graph,0.1258,0,1,0.0124,0.9782,0.0034,0.0060
432,23,0.003,relational,1,graph,graph,0.4014,0,1,0.0960,0.8892,0.0052,0.0096
433,23,0.003,relational,0,graph,graph,0.5514,1,1,0.1709,0.8121,0.0062,0.0108
434,23,0.003,contextual,0,attention_v2,attention_v2,0.0758,1,1,0.0014,0.0075,0.0030,0.9880
435,23,0.003,feature,0,mlp,mlp,0.1399,1,1,0.9719,0.0249,0.0014,0.0017
436,23,0.003,feature,1,mlp,mlp,0.0914,1,1,0.9835,0.0146,0.0009,0.0011
437,23,0.003,feature,0,mlp,mlp,0.1239,1,1,0.9758,0.0217,0.0008,0.0018
438,23,0.003,feature,0,mlp,mlp,0.1518,1,1,0.9689,0.0276,0.0015,0.0019
439,23,0.003,feature,1,mlp,mlp,0.0883,1,1,0.9842,0.0138,0.0009,0.0011
440,23,0.003,relational,1,graph,graph,0.0390,1,1,0.0004,0.9945,0.0020,0.0032
441,23,0.003,relational,1,graph,graph,0.1945,0,1,0.0273,0.9613,0.0042,0.0071
442,23,0.003,relational,0,graph,graph,0.0864,0,1,0.0055,0.9864,0.0030,0.0051
443,23,0.003,relational,1,graph,graph,0.0653,1,1,0.0027,0.9903,0.0026,0.0044
444,23,0.003,feature,1,mlp,mlp,0.2169,1,1,0.9500,0.0453,0.0014,0.0032
445,23,0.003,contextual,1,attention_v2,attention_v2,0.0399,1,1,0.0008,0.0030,0.0017,0.9944
446,23,0.003,contextual,0,attention_v2,attention_v2,0.0706,1,1,0.0013,0.0068,0.0029,0.9890
447,23,0.003,relational,1,graph,graph,0.0970,0,1,0.0074,0.9843,0.0031,0.0052
448,23,0.003,relational,1,graph,graph,0.0572,0,1,0.0019,0.9916,0.0024,0.0040
449,23,0.003,contextual,0,attention_v2,attention_v2,0.0767,1,1,0.0011,0.0081,0.0031,0.9877
450,23,0.003,feature,0,mlp,mlp,0.1466,1,1,0.9702,0.0264,0.0015,0.0018
451,23,0.003,relational,1,graph,graph,0.2012,0,1,0.0280,0.9598,0.0045,0.0077
452,23,0.003,contextual,1,attention_v2,attention_v2,0.0480,1,1,0.0012,0.0034,0.0022,0.9931
453,23,0.003,feature,0,mlp,mlp,0.1619,1,1,0.9661,0.0303,0.0016,0.0020
454,23,0.003,feature,1,mlp,mlp,0.0899,1,1,0.9839,0.0141,0.0009,0.0011
455,23,0.003,feature,1,mlp,mlp,0.2092,1,1,0.9526,0.0427,0.0014,0.0033
456,23,0.003,relational,0,graph,graph,0.0607,1,1,0.0026,0.9911,0.0025,0.0039
457,23,0.003,contextual,0,attention_v2,attention_v2,0.0424,1,1,0.0014,0.0026,0.0019,0.9941
458,23,0.003,relational,0,graph,graph,0.0977,1,1,0.0064,0.9843,0.0034,0.0060
459,23,0.003,relational,0,graph,graph,0.0634,0,1,0.0022,0.9905,0.0026,0.0047
460,23,0.003,relational,1,graph,graph,0.5541,0,1,0.1721,0.8107,0.0063,0.0109
461,23,0.003,feature,1,mlp,mlp,0.0893,1,1,0.9840,0.0140,0.0009,0.0011
462,23,0.003,feature,0,mlp,mlp,0.1441,1,1,0.9710,0.0257,0.0015,0.0018
463,23,0.003,feature,1,mlp,mlp,0.0956,1,1,0.9826,0.0153,0.0009,0.0012
464,23,0.003,feature,0,mlp,mlp,0.1475,1,1,0.9699,0.0270,0.0014,0.0017
465,23,0.003,contextual,0,attention_v2,attention_v2,0.0569,1,1,0.0010,0.0052,0.0023,0.9915
466,23,0.003,contextual,1,attention_v2,attention_v2,0.0465,1,1,0.0015,0.0033,0.0018,0.9934
467,23,0.003,feature,0,mlp,mlp,0.1400,1,1,0.9719,0.0251,0.0014,0.0017
468,23,0.003,contextual,0,attention_v2,attention_v2,0.0464,1,1,0.0008,0.0038,0.0020,0.9933
469,23,0.003,relational,1,graph,graph,0.3849,0,1,0.0891,0.8963,0.0054,0.0092
470,23,0.003,contextual,0,attention_v2,attention_v2,0.0511,1,1,0.0010,0.0044,0.0021,0.9925
471,23,0.003,feature,1,mlp,mlp,0.0843,1,1,0.9851,0.0131,0.0008,0.0010
472,23,0.003,relational,1,graph,graph,0.0961,0,1,0.0074,0.9845,0.0031,0.0050
473,23,0.003,contextual,1,attention_v2,attention_v2,0.0393,1,1,0.0008,0.0028,0.0018,0.9945
474,23,0.003,relational,0,graph,graph,0.1193,1,1,0.0111,0.9797,0.0034,0.0058
475,23,0.003,relational,1,graph,graph,0.0619,1,1,0.0029,0.9909,0.0025,0.0038
476,23,0.003,contextual,0,attention_v2,attention_v2,0.0721,1,1,0.0012,0.0073,0.0030,0.9886
477,23,0.003,contextual,0,attention_v2,attention_v2,0.0595,1,1,0.0009,0.0054,0.0027,0.9910
478,23,0.003,feature,1,mlp,mlp,0.2162,1,1,0.9498,0.0459,0.0014,0.0029
479,23,0.003,contextual,0,attention_v2,attention_v2,0.0501,1,1,0.0012,0.0037,0.0023,0.9928
480,23,0.003,feature,0,mlp,mlp,0.1217,1,1,0.9765,0.0207,0.0008,0.0020
481,23,0.003,feature,0,mlp,mlp,0.1487,1,1,0.9696,0.0270,0.0015,0.0018
482,23,0.003,feature,1,mlp,mlp,0.0878,1,1,0.9843,0.0137,0.0008,0.0011
483,23,0.003,contextual,0,attention_v2,attention_v2,0.1124,1,1,0.0011,0.0148,0.0041,0.9800
484,23,0.003,contextual,1,attention_v2,attention_v2,0.0366,1,1,0.0010,0.0023,0.0017,0.9950
485,23,0.003,feature,0,mlp,mlp,0.1445,1,1,0.9708,0.0259,0.0015,0.0018
486,23,0.003,relational,0,graph,graph,0.0543,1,1,0.0018,0.9921,0.0023,0.0038
487,23,0.003,contextual,0,attention_v2,attention_v2,0.0537,1,1,0.0009,0.0047,0.0023,0.9920
488,23,0.003,feature,1,mlp,mlp,0.2018,1,1,0.9548,0.0407,0.0014,0.0032
489,23,0.003,contextual,1,attention_v2,attention_v2,0.1093,1,1,0.0014,0.0139,0.0039,0.9808
490,23,0.003,feature,1,mlp,mlp,0.0919,1,1,0.9835,0.0144,0.0009,0.0012
491,23,0.003,relational,0,graph,graph,0.1507,1,1,0.0177,0.9724,0.0038,0.0061
492,23,0.003,feature,0,mlp,mlp,0.1273,1,1,0.9751,0.0221,0.0008,0.0020
493,23,0.003,relational,0,graph,graph,0.1261,1,1,0.0124,0.9782,0.0036,0.0057
494,23,0.003,relational,0,graph,graph,0.0525,1,1,0.0017,0.9924,0.0023,0.0035
495,23,0.003,feature,0,mlp,mlp,0.1235,1,1,0.9760,0.0214,0.0008,0.0019
496,23,0.003,feature,0,mlp,mlp,0.1378,1,1,0.9726,0.0242,0.0014,0.0018
497,23,0.003,contextual,0,attention_v2,attention_v2,0.0685,1,1,0.0007,0.0072,0.0029,0.9892
498,23,0.003,contextual,1,attention_v2,attention_v2,0.0346,1,1,0.0010,0.0021,0.0016,0.9953
499,23,0.003,relational,0,graph,graph,0.0401,1,1,0.0006,0.9944,0.0020,0.0030
500,23,0.003,contextual,0,attention_v2,attention_v2,0.0932,1,1,0.0011,0.0114,0.0034,0.9842
501,23,0.003,contextual,0,attention_v2,attention_v2,0.0542,1,1,0.0011,0.0047,0.0021,0.9920
502,23,0.003,contextual,1,attention_v2,attention_v2,0.0478,1,1,0.0011,0.0037,0.0020,0.9931
503,23,0.003,feature,1,mlp,mlp,0.0913,1,1,0.9837,0.0141,0.0009,0.0013
504,23,0.003,contextual,0,attention_v2,attention_v2,0.0520,1,1,0.0008,0.0048,0.0021,0.9923
505,23,0.003,contextual,0,attention_v2,attention_v2,0.0490,1,1,0.0009,0.0041,0.0021,0.9929
506,23,0.003,relational,0,graph,graph,0.0672,1,1,0.0030,0.9899,0.0027,0.0044
507,23,0.003,feature,1,mlp,mlp,0.2052,1,1,0.9538,0.0415,0.0014,0.0033
508,23,0.003,contextual,1,attention_v2,attention_v2,0.0401,1,1,0.0009,0.0030,0.0017,0.9944
509,23,0.003,contextual,1,attention_v2,attention_v2,0.0463,1,1,0.0009,0.0037,0.0021,0.9934
510,23,0.003,relational,0,graph,graph,0.0523,1,1,0.0016,0.9924,0.0023,0.0037
511,23,0.003,feature,1,mlp,mlp,0.2152,1,1,0.9507,0.0444,0.0015,0.0034
512,23,0.003,feature,0,mlp,mlp,0.1299,1,1,0.9743,0.0229,0.0008,0.0020
513,23,0.003,feature,1,mlp,mlp,0.0798,1,1,0.9861,0.0121,0.0008,0.0010
514,23,0.003,contextual,1,attention_v2,attention_v2,0.0597,1,1,0.0011,0.0054,0.0024,0.9910
515,23,0.003,feature,1,mlp,mlp,0.2133,1,1,0.9513,0.0439,0.0014,0.0033
516,23,0.003,contextual,0,attention_v2,attention_v2,0.0801,1,1,0.0033,0.0067,0.0026,0.9875
517,23,0.003,feature,1,mlp,mlp,0.0900,1,1,0.9838,0.0144,0.0009,0.0010
518,23,0.003,relational,1,graph,graph,0.0666,0,1,0.0030,0.9900,0.0026,0.0044
519,23,0.003,feature,1,mlp,mlp,0.2196,1,1,0.9494,0.0457,0.0015,0.0034
520,23,0.003,feature,0,mlp,mlp,0.1548,1,1,0.9682,0.0282,0.0016,0.0020
521,23,0.003,feature,1,mlp,mlp,0.0917,1,1,0.9835,0.0144,0.0009,0.0012
522,23,0.003,relational,1,graph,graph,0.3227,1,1,0.0625,0.9220,0.0054,0.0101
523,23,0.003,feature,0,mlp,mlp,0.1483,1,1,0.9699,0.0267,0.0015,0.0019
524,23,0.003,contextual,0,attention_v2,attention_v2,0.0416,1,1,0.0008,0.0032,0.0019,0.9941
525,23,0.003,contextual,0,attention_v2,attention_v2,0.0453,1,1,0.0010,0.0035,0.0020,0.9936
526,23,0.003,contextual,0,attention_v2,attention_v2,0.0418,1,1,0.0014,0.0026,0.0018,0.9942
527,23,0.003,feature,1,mlp,mlp,0.0934,1,1,0.9831,0.0148,0.0009,0.0012
528,23,0.003,relational,1,graph,graph,0.0596,1,1,0.0023,0.9912,0.0025,0.0040
529,23,0.003,feature,1,mlp,mlp,0.0840,1,1,0.9851,0.0131,0.0008,0.0010
