sample_id,seed,task_family,target,oracle_expert,random_expert,learned_expert,learned_entropy,mlp_pred,graph_pred,attention_v1_pred,attention_v2_pred,learned_pred,oracle_pred,is_correct,route_matches_oracle
640,11,feature,0,mlp,attention_v2,attention_v2,0.7572,0,1,1,0,0,0,1,0
641,11,contextual,1,attention_v2,mlp,attention_v2,0.7749,1,0,1,1,1,1,1,1
642,11,feature,1,mlp,attention_v2,mlp,0.7271,1,1,1,0,1,1,1,1
643,11,relational,1,graph,graph,graph,1.0583,1,1,1,1,1,1,1,1
644,11,contextual,0,attention_v2,graph,attention_v2,0.5189,1,0,1,0,0,0,1,1
645,11,contextual,0,attention_v2,attention_v2,attention_v2,0.7897,0,1,0,0,0,0,1,1
646,11,relational,0,graph,attention_v2,graph,1.1595,1,0,1,1,0,0,1,1
647,11,feature,1,mlp,mlp,mlp,0.7407,1,1,1,0,1,1,1,1
648,11,contextual,0,attention_v2,attention_v2,attention_v2,0.8372,1,0,1,0,0,0,1,1
649,11,relational,1,graph,mlp,graph,1.1112,1,1,0,1,1,1,1,1
650,11,relational,0,graph,graph,graph,1.0912,1,0,1,1,0,0,1,1
651,11,contextual,0,attention_v2,mlp,attention_v2,0.9239,1,0,1,0,0,0,1,1
652,11,relational,0,graph,attention,graph,0.8106,1,1,1,0,1,1,0,1
653,11,relational,0,graph,graph,graph,0.8070,1,0,0,1,0,0,1,1
654,11,relational,0,graph,mlp,graph,0.8691,1,0,1,1,0,0,1,1
655,11,relational,0,graph,attention_v2,graph,0.8411,1,1,1,1,1,1,0,1
656,11,relational,0,graph,attention,graph,1.0491,1,0,1,0,0,0,1,1
657,11,relational,0,graph,attention_v2,graph,0.9896,1,1,0,1,1,1,0,1
658,11,relational,0,graph,mlp,graph,1.0312,1,0,0,1,0,0,1,1
659,11,contextual,1,attention_v2,mlp,attention_v2,0.4777,1,0,1,1,1,1,1,1
660,11,relational,0,graph,mlp,graph,0.9007,1,0,1,1,0,0,1,1
661,11,feature,0,mlp,graph,attention_v2,0.7702,0,1,1,0,0,0,1,0
662,11,contextual,0,attention_v2,mlp,attention_v2,0.7260,0,0,0,0,0,0,1,1
663,11,contextual,1,attention_v2,attention,attention_v2,1.0058,0,0,0,1,1,1,1,1
664,11,feature,0,mlp,attention,attention_v2,0.7757,0,1,1,0,0,0,1,0
665,11,feature,0,mlp,attention_v2,attention_v2,0.7941,0,1,1,0,0,0,1,0
666,11,relational,0,graph,mlp,graph,1.1512,1,1,1,0,1,1,0,1
667,11,contextual,0,attention_v2,mlp,attention_v2,0.3980,0,0,0,0,0,0,1,1
668,11,contextual,1,attention_v2,graph,attention_v2,0.5930,1,0,0,1,1,1,1,1
669,11,relational,1,graph,graph,graph,0.7962,1,1,1,1,1,1,1,1
670,11,feature,1,mlp,attention,mlp,0.7381,1,1,1,0,1,1,1,1
671,11,contextual,0,attention_v2,mlp,attention_v2,0.3581,1,0,1,0,0,0,1,1
672,11,contextual,0,attention_v2,attention,attention_v2,0.8304,1,0,0,0,0,0,1,1
673,11,contextual,0,attention_v2,attention_v2,attention_v2,0.6246,1,1,1,0,0,0,1,1
674,11,relational,1,graph,graph,graph,1.2159,1,0,1,1,0,0,0,1
675,11,relational,0,graph,graph,graph,1.0334,1,0,1,1,0,0,1,1
676,11,contextual,1,attention_v2,graph,attention_v2,0.8355,1,0,0,1,1,1,1,1
677,11,feature,1,mlp,attention_v2,mlp,0.7301,1,1,1,0,1,1,1,1
678,11,contextual,1,attention_v2,graph,attention_v2,0.9069,1,0,1,1,1,1,1,1
679,11,feature,1,mlp,graph,attention_v2,0.4647,1,1,0,1,1,1,1,0
680,11,contextual,0,attention_v2,attention,attention_v2,0.8674,1,0,1,0,0,0,1,1
681,11,feature,0,mlp,mlp,attention_v2,0.7853,0,1,1,0,0,0,1,0
682,11,relational,0,graph,graph,graph,1.2251,1,0,1,1,0,0,1,1
683,11,feature,1,mlp,graph,attention_v2,0.4682,1,1,0,1,1,1,1,0
684,11,relational,1,graph,attention_v2,graph,1.0536,1,1,1,0,1,1,1,1
685,11,contextual,0,attention_v2,graph,attention_v2,0.4851,0,0,0,0,0,0,1,1
686,11,contextual,0,attention_v2,graph,attention_v2,0.8910,1,0,0,0,0,0,1,1
687,11,contextual,0,attention_v2,graph,attention_v2,0.9666,1,0,0,0,0,0,1,1
688,11,feature,0,mlp,graph,attention,0.9979,0,1,0,1,0,0,1,0
689,11,feature,1,mlp,attention,attention_v2,0.4778,1,1,0,1,1,1,1,0
690,11,contextual,1,attention_v2,attention_v2,attention_v2,1.0274,1,0,0,1,1,1,1,1
691,11,relational,1,graph,graph,graph,1.1737,1,1,1,0,1,1,1,1
692,11,contextual,1,attention_v2,attention_v2,attention_v2,0.4848,1,0,1,1,1,1,1,1
693,11,contextual,1,attention_v2,graph,attention_v2,0.8245,1,0,1,1,1,1,1,1
694,11,feature,0,mlp,mlp,attention,1.0159,0,1,0,1,0,0,1,0
695,11,contextual,1,attention_v2,graph,attention_v2,0.6120,1,0,0,1,1,1,1,1
696,11,relational,0,graph,attention_v2,graph,0.6625,1,0,1,0,0,0,1,1
697,11,contextual,0,attention_v2,attention,attention_v2,0.4815,1,0,1,0,0,0,1,1
698,11,feature,1,mlp,attention_v2,mlp,0.7226,1,1,1,0,1,1,1,1
699,11,feature,1,mlp,attention_v2,mlp,0.7424,1,1,1,0,1,1,1,1
700,11,feature,0,mlp,graph,attention,0.9974,0,1,0,1,0,0,1,0
701,11,feature,0,mlp,graph,attention,1.0210,0,1,0,1,0,0,1,0
702,11,contextual,0,attention_v2,mlp,attention_v2,0.5042,1,0,1,0,0,0,1,1
703,11,contextual,0,attention_v2,graph,attention_v2,0.4916,1,0,1,0,0,0,1,1
704,11,feature,0,mlp,graph,attention_v2,0.7818,0,1,1,0,0,0,1,0
705,11,relational,0,graph,graph,graph,0.9572,1,0,1,1,0,0,1,1
706,11,relational,1,graph,mlp,graph,1.0448,1,1,1,1,1,1,1,1
707,11,relational,0,graph,mlp,graph,1.1852,1,0,0,0,0,0,1,1
708,11,contextual,1,attention_v2,attention,attention_v2,0.5051,1,0,1,1,1,1,1,1
709,11,relational,1,graph,attention,graph,0.8170,1,1,1,1,1,1,1,1
710,11,relational,0,graph,attention,graph,0.7993,1,1,1,1,1,1,0,1
711,11,contextual,0,attention_v2,graph,attention_v2,1.0675,1,0,1,0,0,0,1,1
712,11,contextual,1,attention_v2,graph,attention_v2,1.0259,1,0,1,1,1,1,1,1
713,11,relational,0,graph,attention_v2,graph,1.0071,1,0,1,1,0,0,1,1
714,11,contextual,0,attention_v2,attention,attention_v2,0.6701,1,0,0,0,0,0,1,1
715,11,relational,0,graph,mlp,graph,1.1618,1,0,1,0,0,0,1,1
716,11,relational,0,graph,attention_v2,graph,0.8881,1,1,1,0,1,1,0,1
717,11,feature,1,mlp,graph,mlp,0.7264,1,1,1,0,1,1,1,1
718,11,feature,0,mlp,mlp,attention,1.0144,0,1,0,1,0,0,1,0
719,11,feature,0,mlp,graph,attention,1.0056,0,1,0,1,0,0,1,0
0,23,contextual,1,attention_v2,graph,attention_v2,0.0461,0,0,0,1,1,1,1,1
1,23,relational,0,graph,attention_v2,graph,0.3665,0,0,0,1,0,0,1,1
2,23,feature,1,mlp,mlp,mlp,0.3961,1,1,0,0,1,1,1,1
3,23,feature,1,mlp,mlp,mlp,0.3815,1,1,0,0,1,1,1,1
4,23,contextual,0,attention_v2,attention,attention_v2,0.0759,0,1,1,0,0,0,1,1
5,23,relational,0,graph,attention,graph,0.3220,0,0,1,0,0,0,1,1
6,23,relational,1,graph,attention,graph,0.6032,0,0,0,0,0,0,0,1
7,23,relational,1,graph,graph,graph,0.6097,0,0,1,0,0,0,0,1
8,23,feature,1,mlp,attention_v2,mlp,0.2349,1,1,1,1,1,1,1,1
9,23,contextual,0,attention_v2,attention,attention_v2,0.0758,0,0,1,0,0,0,1,1
10,23,feature,1,mlp,attention,mlp,0.2222,1,1,1,1,1,1,1,1
11,23,contextual,0,attention_v2,mlp,attention_v2,0.0551,0,1,1,0,0,0,1,1
12,23,feature,0,mlp,graph,mlp,0.2544,0,1,0,0,0,0,1,1
13,23,relational,0,graph,attention_v2,graph,0.6971,0,0,0,0,0,0,1,1
14,23,contextual,1,attention_v2,mlp,attention_v2,0.0833,0,0,0,1,1,1,1,1
15,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0386,0,0,0,0,0,0,1,1
16,23,relational,1,graph,graph,graph,0.4072,0,0,0,1,0,0,0,1
17,23,contextual,1,attention_v2,attention,attention_v2,0.0447,0,0,1,1,1,1,1,1
18,23,relational,0,graph,graph,graph,0.4666,0,0,1,1,0,0,1,1
19,23,feature,0,mlp,attention_v2,mlp,0.2506,0,1,0,0,0,0,1,1
20,23,relational,1,graph,graph,graph,0.6818,0,0,0,0,0,0,0,1
21,23,relational,1,graph,mlp,graph,0.2226,0,1,0,0,1,1,1,1
22,23,feature,0,mlp,mlp,mlp,0.2494,0,1,0,0,0,0,1,1
23,23,feature,0,mlp,attention,mlp,0.3722,0,1,1,0,0,0,1,1
24,23,relational,0,graph,mlp,graph,0.3826,0,1,1,0,1,1,0,1
25,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0475,0,0,0,0,0,0,1,1
26,23,relational,0,graph,graph,graph,0.4262,0,0,1,0,0,0,1,1
27,23,contextual,0,attention_v2,graph,attention_v2,0.0505,0,0,1,0,0,0,1,1
28,23,relational,0,graph,attention,graph,0.3831,0,0,0,0,0,0,1,1
29,23,feature,0,mlp,mlp,mlp,0.2583,0,1,0,0,0,0,1,1
30,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0622,0,0,0,0,0,0,1,1
31,23,relational,1,graph,graph,graph,0.4941,0,1,1,1,1,1,1,1
32,23,feature,1,mlp,attention,mlp,0.2322,1,1,1,1,1,1,1,1
33,23,relational,1,graph,attention,graph,0.5801,0,1,1,1,1,1,1,1
34,23,relational,1,graph,mlp,graph,0.4960,0,1,1,1,1,1,1,1
35,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0709,0,0,0,1,1,1,1,1
36,23,contextual,1,attention_v2,attention,attention_v2,0.0847,0,0,0,1,1,1,1,1
37,23,relational,1,graph,attention_v2,graph,0.5098,0,0,0,0,0,0,0,1
38,23,contextual,1,attention_v2,attention,attention_v2,0.0499,0,0,1,1,1,1,1,1
39,23,contextual,0,attention_v2,mlp,attention_v2,0.0470,0,0,0,0,0,0,1,1
40,23,contextual,0,attention_v2,graph,attention_v2,0.0749,0,0,1,0,0,0,1,1
41,23,feature,0,mlp,graph,mlp,0.2487,0,1,0,0,0,0,1,1
42,23,contextual,0,attention_v2,attention,attention_v2,0.0469,0,0,1,0,0,0,1,1
43,23,relational,0,graph,attention_v2,graph,0.5003,0,0,0,0,0,0,1,1
44,23,relational,0,graph,attention,graph,0.6707,0,0,0,0,0,0,1,1
45,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0509,0,0,1,1,1,1,1,1
46,23,feature,0,mlp,attention,mlp,0.2510,0,1,0,0,0,0,1,1
47,23,relational,0,graph,graph,graph,0.4728,0,0,0,1,0,0,1,1
48,23,contextual,0,attention_v2,attention,attention_v2,0.0491,0,0,0,0,0,0,1,1
49,23,relational,1,graph,mlp,graph,0.4615,0,1,1,1,1,1,1,1
50,23,relational,1,graph,graph,graph,0.8010,0,0,1,0,0,0,0,1
51,23,contextual,0,attention_v2,attention,attention_v2,0.0796,0,1,0,0,0,0,1,1
52,23,relational,1,graph,attention,graph,0.4876,0,1,0,0,1,1,1,1
53,23,relational,1,graph,attention_v2,graph,0.6103,0,1,0,0,1,1,1,1
54,23,relational,1,graph,attention,graph,0.7254,0,0,0,1,0,0,0,1
55,23,relational,1,graph,attention_v2,graph,0.3593,0,1,1,0,1,1,1,1
56,23,relational,0,graph,mlp,graph,0.7655,0,0,1,1,0,0,1,1
57,23,relational,1,graph,graph,graph,0.1604,0,1,1,0,1,1,1,1
58,23,feature,0,mlp,graph,mlp,0.3571,0,1,1,1,0,0,1,1
59,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0514,0,0,0,0,0,0,1,1
60,23,feature,1,mlp,attention_v2,mlp,0.2262,1,1,1,1,1,1,1,1
61,23,contextual,0,attention_v2,mlp,attention_v2,0.0676,1,1,1,0,0,0,1,1
62,23,feature,0,mlp,mlp,mlp,0.3593,0,1,1,0,0,0,1,1
63,23,contextual,0,attention_v2,graph,attention_v2,0.0454,0,0,0,0,0,0,1,1
64,23,relational,1,graph,mlp,graph,0.5898,0,0,1,0,0,0,0,1
65,23,feature,0,mlp,mlp,mlp,0.2518,0,1,0,0,0,0,1,1
66,23,contextual,0,attention_v2,mlp,attention_v2,0.0298,0,0,1,0,0,0,1,1
67,23,feature,0,mlp,attention,mlp,0.3633,0,1,1,1,0,0,1,1
68,23,relational,0,graph,attention_v2,graph,0.1820,0,0,1,1,0,0,1,1
69,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0456,0,0,0,0,0,0,1,1
70,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0746,0,1,1,0,0,0,1,1
71,23,relational,0,graph,graph,graph,0.2951,0,0,0,0,0,0,1,1
72,23,feature,0,mlp,graph,mlp,0.2514,0,1,0,0,0,0,1,1
73,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0621,0,1,1,1,1,1,1,1
74,23,contextual,0,attention_v2,graph,attention_v2,0.0478,0,0,1,0,0,0,1,1
75,23,relational,0,graph,graph,graph,0.4478,0,0,0,0,0,0,1,1
76,23,feature,1,mlp,attention,mlp,0.2322,1,1,1,1,1,1,1,1
77,23,relational,0,graph,attention,graph,0.3751,0,0,0,0,0,0,1,1
78,23,contextual,0,attention_v2,attention,attention_v2,0.0459,0,0,0,0,0,0,1,1
79,23,feature,0,mlp,graph,mlp,0.3726,0,1,1,1,0,0,1,1
80,23,feature,0,mlp,attention_v2,mlp,0.2585,0,1,0,0,0,0,1,1
81,23,relational,1,graph,graph,graph,0.3550,0,1,0,1,1,1,1,1
82,23,relational,1,graph,graph,mlp,0.7608,0,1,0,0,0,1,0,0
83,23,relational,1,graph,mlp,graph,0.7543,0,1,1,1,1,1,1,1
84,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0432,0,1,1,1,1,1,1,1
85,23,feature,1,mlp,mlp,mlp,0.2241,1,1,1,1,1,1,1,1
86,23,feature,1,mlp,attention_v2,mlp,0.2302,1,1,1,1,1,1,1,1
87,23,relational,0,graph,attention_v2,graph,0.5633,0,0,0,0,0,0,1,1
88,23,relational,0,graph,mlp,graph,0.4405,0,0,1,1,0,0,1,1
89,23,feature,1,mlp,attention_v2,mlp,0.2321,1,1,1,1,1,1,1,1
90,23,relational,1,graph,graph,graph,0.5765,0,1,1,0,1,1,1,1
91,23,relational,0,graph,attention,graph,0.4315,0,0,0,0,0,0,1,1
92,23,relational,0,graph,attention,graph,0.7999,0,0,1,1,0,0,1,1
93,23,relational,1,graph,mlp,graph,0.4357,0,0,0,0,0,0,0,1
94,23,relational,1,graph,graph,graph,0.5387,0,1,0,0,1,1,1,1
95,23,relational,0,graph,mlp,graph,0.3912,0,1,1,1,1,1,0,1
96,23,relational,1,graph,attention,graph,0.6910,0,1,0,0,1,1,1,1
97,23,contextual,0,attention_v2,attention,attention_v2,0.0705,0,0,1,0,0,0,1,1
98,23,contextual,0,attention_v2,attention,attention_v2,0.0406,0,0,1,0,0,0,1,1
99,23,relational,0,graph,attention,graph,0.2014,0,0,0,1,0,0,1,1
100,23,feature,0,mlp,attention,mlp,0.2499,0,1,0,0,0,0,1,1
101,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0513,0,0,1,0,0,0,1,1
102,23,relational,0,graph,mlp,graph,0.3969,0,0,1,1,0,0,1,1
103,23,contextual,0,attention_v2,graph,attention_v2,0.0495,0,1,0,0,0,0,1,1
104,23,feature,1,mlp,attention_v2,mlp,0.3984,1,1,0,0,1,1,1,1
105,23,feature,1,mlp,mlp,mlp,0.2388,1,1,1,1,1,1,1,1
106,23,feature,0,mlp,attention_v2,mlp,0.2511,0,1,0,0,0,0,1,1
107,23,feature,1,mlp,attention_v2,mlp,0.3967,1,1,0,0,1,1,1,1
108,23,relational,1,graph,attention_v2,graph,0.2044,0,0,1,1,0,0,0,1
109,23,feature,1,mlp,attention_v2,mlp,0.4147,1,1,0,0,1,1,1,1
110,23,relational,1,graph,attention,graph,0.6258,0,1,1,1,1,1,1,1
111,23,feature,0,mlp,attention_v2,mlp,0.2636,0,1,0,0,0,0,1,1
112,23,feature,0,mlp,attention,mlp,0.3531,0,1,1,0,0,0,1,1
113,23,feature,1,mlp,attention_v2,mlp,0.3903,1,1,0,0,1,1,1,1
114,23,feature,0,mlp,attention,mlp,0.3597,0,1,1,1,0,0,1,1
115,23,contextual,1,attention_v2,graph,attention_v2,0.0355,0,0,0,1,1,1,1,1
116,23,contextual,1,attention_v2,mlp,attention_v2,0.0516,0,0,0,1,1,1,1,1
117,23,feature,1,mlp,attention,mlp,0.2317,1,1,1,1,1,1,1,1
118,23,relational,0,graph,graph,graph,0.5542,0,0,1,0,0,0,1,1
119,23,contextual,0,attention_v2,mlp,attention_v2,0.0668,0,0,1,0,0,0,1,1
120,23,relational,1,graph,mlp,graph,0.3702,0,1,0,0,1,1,1,1
121,23,feature,1,mlp,attention,mlp,0.2363,1,1,1,1,1,1,1,1
122,23,contextual,1,attention_v2,graph,attention_v2,0.0398,0,0,0,1,1,1,1,1
123,23,feature,0,mlp,attention_v2,mlp,0.3657,0,1,1,1,0,0,1,1
124,23,contextual,1,attention_v2,attention,attention_v2,0.0542,0,0,0,1,1,1,1,1
125,23,relational,1,graph,attention_v2,graph,0.4003,0,1,0,0,1,1,1,1
126,23,feature,0,mlp,mlp,mlp,0.2453,0,1,0,0,0,0,1,1
127,23,contextual,1,attention_v2,attention,attention_v2,0.0646,0,0,1,1,1,1,1,1
128,23,relational,1,graph,attention_v2,graph,0.2983,0,1,1,1,1,1,1,1
129,23,feature,0,mlp,attention_v2,mlp,0.2606,0,1,0,0,0,0,1,1
130,23,contextual,0,attention_v2,attention,attention_v2,0.1279,0,0,0,0,0,0,1,1
131,23,relational,0,graph,attention_v2,graph,0.5939,0,0,1,0,0,0,1,1
132,23,contextual,1,attention_v2,mlp,attention_v2,0.0634,0,0,1,1,1,1,1,1
133,23,feature,0,mlp,mlp,mlp,0.2519,0,1,0,0,0,0,1,1
134,23,feature,0,mlp,attention,mlp,0.3717,0,1,1,1,0,0,1,1
135,23,feature,1,mlp,mlp,mlp,0.2329,1,1,1,1,1,1,1,1
136,23,feature,1,mlp,mlp,mlp,0.2180,1,1,1,1,1,1,1,1
137,23,relational,1,graph,attention_v2,graph,0.4221,0,0,0,1,0,0,0,1
138,23,feature,0,mlp,mlp,mlp,0.2642,0,1,0,0,0,0,1,1
139,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0475,0,1,1,0,0,0,1,1
140,23,relational,0,graph,mlp,graph,0.6164,0,0,1,0,0,0,1,1
141,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0634,0,0,0,0,0,0,1,1
142,23,feature,1,mlp,attention,mlp,0.3890,1,1,0,0,1,1,1,1
143,23,relational,1,graph,graph,graph,0.2014,0,1,0,1,1,1,1,1
144,23,contextual,1,attention_v2,mlp,attention_v2,0.0374,0,0,1,1,1,1,1,1
145,23,feature,1,mlp,attention,mlp,0.2281,1,1,1,1,1,1,1,1
146,23,feature,1,mlp,attention,mlp,0.3950,1,1,0,0,1,1,1,1
147,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0634,0,1,1,1,1,1,1,1
148,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0603,0,0,1,1,1,1,1,1
149,23,feature,0,mlp,mlp,mlp,0.2526,0,1,0,0,0,0,1,1
150,23,relational,0,graph,mlp,graph,0.2460,0,0,0,0,0,0,1,1
151,23,contextual,1,attention_v2,mlp,attention_v2,0.0496,0,0,1,1,1,1,1,1
152,23,contextual,0,attention_v2,graph,attention_v2,0.0763,0,0,0,0,0,0,1,1
153,23,feature,1,mlp,attention,mlp,0.4026,1,1,0,0,1,1,1,1
154,23,feature,0,mlp,attention_v2,mlp,0.3712,0,1,1,1,0,0,1,1
155,23,relational,1,graph,mlp,mlp,0.7904,0,0,0,0,0,0,0,0
156,23,relational,1,graph,attention,graph,0.3456,0,1,1,0,1,1,1,1
157,23,contextual,0,attention_v2,graph,attention_v2,0.0393,0,0,1,0,0,0,1,1
158,23,feature,0,mlp,mlp,mlp,0.2695,0,1,0,0,0,0,1,1
159,23,relational,0,graph,graph,graph,0.5009,0,1,1,1,1,1,0,1
160,23,relational,1,graph,attention,graph,0.6095,0,1,1,1,1,1,1,1
161,23,relational,0,graph,mlp,graph,0.4635,0,0,0,0,0,0,1,1
162,23,contextual,1,attention_v2,attention_v2,attention_v2,0.1275,0,0,1,1,1,1,1,1
163,23,feature,0,mlp,attention,mlp,0.2554,0,1,0,0,0,0,1,1
164,23,relational,0,graph,graph,graph,0.4932,0,0,0,0,0,0,1,1
165,23,contextual,1,attention_v2,attention_v2,attention_v2,0.1216,1,1,1,0,0,0,0,1
166,23,feature,1,mlp,attention,mlp,0.2581,1,1,1,1,1,1,1,1
167,23,feature,1,mlp,attention_v2,mlp,0.2207,1,1,1,1,1,1,1,1
168,23,contextual,1,attention_v2,graph,attention_v2,0.0325,0,0,0,1,1,1,1,1
169,23,contextual,0,attention_v2,attention,attention_v2,0.0315,0,0,1,0,0,0,1,1
170,23,relational,0,graph,graph,graph,0.2728,0,0,0,1,0,0,1,1
171,23,relational,0,graph,attention,graph,0.6197,0,0,0,0,0,0,1,1
172,23,contextual,0,attention_v2,attention,attention_v2,0.0336,0,0,0,0,0,0,1,1
173,23,relational,0,graph,graph,graph,0.4341,0,0,1,0,0,0,1,1
174,23,relational,1,graph,attention,graph,0.2726,0,1,1,0,1,1,1,1
175,23,feature,1,mlp,graph,mlp,0.2410,1,1,1,1,1,1,1,1
176,23,feature,0,mlp,graph,mlp,0.3631,0,1,1,1,0,0,1,1
177,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0394,0,0,1,1,1,1,1,1
178,23,feature,1,mlp,attention_v2,mlp,0.2406,1,1,1,1,1,1,1,1
179,23,relational,0,graph,attention,graph,0.6059,0,0,1,0,0,0,1,1
180,23,contextual,1,attention_v2,mlp,attention_v2,0.0537,0,0,1,1,1,1,1,1
181,23,relational,1,graph,graph,graph,0.1558,0,1,0,0,1,1,1,1
182,23,feature,1,mlp,attention_v2,mlp,0.3917,1,1,0,0,1,1,1,1
183,23,contextual,1,attention_v2,graph,attention_v2,0.1246,1,1,1,1,1,1,1,1
184,23,contextual,1,attention_v2,graph,attention_v2,0.0573,0,1,1,1,1,1,1,1
185,23,feature,1,mlp,graph,mlp,0.2289,1,1,1,1,1,1,1,1
186,23,relational,1,graph,graph,graph,0.5164,0,0,0,0,0,0,0,1
187,23,relational,0,graph,graph,graph,0.4312,0,0,0,0,0,0,1,1
188,23,feature,0,mlp,attention_v2,mlp,0.3555,0,1,1,1,0,0,1,1
189,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0563,0,0,1,1,1,1,1,1
190,23,contextual,1,attention_v2,attention,attention_v2,0.0366,0,0,0,1,1,1,1,1
191,23,feature,1,mlp,mlp,mlp,0.2244,1,1,1,1,1,1,1,1
192,23,contextual,1,attention_v2,graph,attention_v2,0.0794,0,0,0,1,1,1,1,1
193,23,relational,0,graph,graph,graph,0.7837,0,0,0,1,0,0,1,1
194,23,feature,1,mlp,attention,mlp,0.2329,1,1,1,1,1,1,1,1
195,23,feature,0,mlp,mlp,mlp,0.2539,0,1,0,0,0,0,1,1
196,23,feature,1,mlp,attention,mlp,0.3963,1,1,0,0,1,1,1,1
197,23,feature,1,mlp,graph,mlp,0.3757,1,1,0,0,1,1,1,1
198,23,contextual,1,attention_v2,attention,attention_v2,0.0443,0,0,0,1,1,1,1,1
199,23,feature,1,mlp,attention,mlp,0.2374,1,1,1,1,1,1,1,1
200,23,feature,1,mlp,attention,mlp,0.2289,1,1,1,1,1,1,1,1
201,23,feature,1,mlp,attention,mlp,0.2332,1,1,1,1,1,1,1,1
202,23,relational,0,graph,attention,graph,0.3104,0,0,1,1,0,0,1,1
203,23,relational,1,graph,attention_v2,graph,0.5538,0,0,0,0,0,0,0,1
204,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0508,0,0,0,1,1,1,1,1
205,23,relational,0,graph,mlp,graph,0.6355,0,0,0,0,0,0,1,1
206,23,contextual,0,attention_v2,attention,attention_v2,0.0983,1,1,1,0,0,0,1,1
207,23,contextual,1,attention_v2,graph,attention_v2,0.0802,0,1,1,1,1,1,1,1
208,23,feature,0,mlp,attention,mlp,0.3501,0,1,1,0,0,0,1,1
209,23,relational,0,graph,attention,graph,0.4580,0,0,1,1,0,0,1,1
210,23,relational,0,graph,attention,graph,0.3514,0,1,1,0,1,1,0,1
211,23,feature,1,mlp,mlp,mlp,0.2366,1,1,1,1,1,1,1,1
212,23,feature,0,mlp,graph,mlp,0.3450,0,1,1,1,0,0,1,1
213,23,relational,0,graph,graph,graph,0.3572,0,1,1,0,1,1,0,1
214,23,relational,1,graph,mlp,graph,0.5948,0,1,0,0,1,1,1,1
215,23,feature,1,mlp,graph,mlp,0.2332,1,1,1,1,1,1,1,1
216,23,feature,0,mlp,mlp,mlp,0.2488,0,1,0,0,0,0,1,1
217,23,feature,0,mlp,attention,mlp,0.3544,0,1,1,1,0,0,1,1
218,23,contextual,1,attention_v2,graph,attention_v2,0.0571,0,0,1,1,1,1,1,1
219,23,relational,0,graph,graph,graph,0.5530,0,0,0,0,0,0,1,1
220,23,relational,0,graph,attention,graph,0.4476,0,0,1,0,0,0,1,1
221,23,feature,1,mlp,mlp,mlp,0.3719,1,1,0,0,1,1,1,1
222,23,relational,1,graph,attention,graph,0.3473,0,1,0,0,1,1,1,1
223,23,feature,0,mlp,attention_v2,mlp,0.2521,0,1,0,0,0,0,1,1
224,23,contextual,1,attention_v2,mlp,attention_v2,0.0871,0,0,0,1,1,1,1,1
225,23,contextual,1,attention_v2,attention,attention_v2,0.0577,0,1,1,1,1,1,1,1
226,23,feature,1,mlp,attention,mlp,0.2218,1,1,1,1,1,1,1,1
227,23,feature,1,mlp,attention,mlp,0.2392,1,1,1,1,1,1,1,1
228,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0881,0,1,1,1,1,1,1,1
229,23,contextual,1,attention_v2,graph,attention_v2,0.0482,0,0,0,1,1,1,1,1
230,23,feature,0,mlp,mlp,mlp,0.2539,0,1,0,0,0,0,1,1
231,23,contextual,1,attention_v2,graph,attention_v2,0.0519,0,0,0,1,1,1,1,1
232,23,feature,1,mlp,mlp,mlp,0.3679,1,1,0,0,1,1,1,1
233,23,feature,0,mlp,attention,mlp,0.2562,0,1,0,0,0,0,1,1
234,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0500,0,0,0,0,0,0,1,1
235,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0323,0,0,0,1,1,1,1,1
236,23,contextual,0,attention_v2,mlp,attention_v2,0.0467,0,0,0,0,0,0,1,1
237,23,feature,1,mlp,attention_v2,mlp,0.4020,1,1,0,0,1,1,1,1
238,23,relational,1,graph,mlp,graph,0.4458,0,1,0,0,1,1,1,1
239,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0496,0,1,1,1,1,1,1,1
240,23,relational,0,graph,attention,graph,0.4310,0,0,1,1,0,0,1,1
241,23,relational,1,graph,attention,graph,0.4514,0,0,0,0,0,0,0,1
242,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0681,0,0,0,0,0,0,1,1
